image_path,label_path
abancay/images/abancay_41.tif,abancay/labels/abancay_41.tif
abancay/images/abancay_42.tif,abancay/labels/abancay_42.tif
abancay/images/abancay_43.tif,abancay/labels/abancay_43.tif
abancay/images/abancay_44.tif,abancay/labels/abancay_44.tif
abancay/images/abancay_45.tif,abancay/labels/abancay_45.tif
abancay/images/abancay_46.tif,abancay/labels/abancay_46.tif
abancay/images/abancay_47.tif,abancay/labels/abancay_47.tif
abancay/images/abancay_48.tif,abancay/labels/abancay_48.tif
abancay/images/abancay_5.tif,abancay/labels/abancay_5.tif
abancay/images/abancay_50.tif,abancay/labels/abancay_50.tif
abancay/images/abancay_7.tif,abancay/labels/abancay_7.tif
abancay/images/abancay_8.tif,abancay/labels/abancay_8.tif
abancay/images/abancay_9.tif,abancay/labels/abancay_9.tif
accra/images/accra_11.tif,accra/labels/accra_11.tif
accra/images/accra_12.tif,accra/labels/accra_12.tif
accra/images/accra_13.tif,accra/labels/accra_13.tif
accra/images/accra_14.tif,accra/labels/accra_14.tif
accra/images/accra_15.tif,accra/labels/accra_15.tif
accra/images/accra_16.tif,accra/labels/accra_16.tif
accra/images/accra_17.tif,accra/labels/accra_17.tif
accra/images/accra_18.tif,accra/labels/accra_18.tif
accra/images/accra_20.tif,accra/labels/accra_20.tif
accra/images/accra_22.tif,accra/labels/accra_22.tif
accra/images/accra_23.tif,accra/labels/accra_23.tif
accra/images/accra_28.tif,accra/labels/accra_28.tif
accra/images/accra_3.tif,accra/labels/accra_3.tif
accra/images/accra_30.tif,accra/labels/accra_30.tif
accra/images/accra_32.tif,accra/labels/accra_32.tif
accra/images/accra_33.tif,accra/labels/accra_33.tif
accra/images/accra_35.tif,accra/labels/accra_35.tif
accra/images/accra_39.tif,accra/labels/accra_39.tif
accra/images/accra_4.tif,accra/labels/accra_4.tif
accra/images/accra_41.tif,accra/labels/accra_41.tif
accra/images/accra_42.tif,accra/labels/accra_42.tif
accra/images/accra_43.tif,accra/labels/accra_43.tif
accra/images/accra_45.tif,accra/labels/accra_45.tif
accra/images/accra_46.tif,accra/labels/accra_46.tif
accra/images/accra_47.tif,accra/labels/accra_47.tif
accra/images/accra_49.tif,accra/labels/accra_49.tif
accra/images/accra_5.tif,accra/labels/accra_5.tif
accra/images/accra_50.tif,accra/labels/accra_50.tif
accra/images/accra_51.tif,accra/labels/accra_51.tif
accra/images/accra_52.tif,accra/labels/accra_52.tif
accra/images/accra_53.tif,accra/labels/accra_53.tif
accra/images/accra_54.tif,accra/labels/accra_54.tif
accra/images/accra_55.tif,accra/labels/accra_55.tif
accra/images/accra_56.tif,accra/labels/accra_56.tif
accra/images/accra_57.tif,accra/labels/accra_57.tif
accra/images/accra_58.tif,accra/labels/accra_58.tif
accra/images/accra_59.tif,accra/labels/accra_59.tif
accra/images/accra_6.tif,accra/labels/accra_6.tif
accra/images/accra_60.tif,accra/labels/accra_60.tif
accra/images/accra_62.tif,accra/labels/accra_62.tif
accra/images/accra_63.tif,accra/labels/accra_63.tif
accra/images/accra_64.tif,accra/labels/accra_64.tif
accra/images/accra_65.tif,accra/labels/accra_65.tif
accra/images/accra_66.tif,accra/labels/accra_66.tif
accra/images/accra_67.tif,accra/labels/accra_67.tif
accra/images/accra_68.tif,accra/labels/accra_68.tif
accra/images/accra_69.tif,accra/labels/accra_69.tif
accra/images/accra_7.tif,accra/labels/accra_7.tif
accra/images/accra_9.tif,accra/labels/accra_9.tif
al_qurnah/images/al_qurnah_10.tif,al_qurnah/labels/al_qurnah_10.tif
al_qurnah/images/al_qurnah_11.tif,al_qurnah/labels/al_qurnah_11.tif
al_qurnah/images/al_qurnah_12.tif,al_qurnah/labels/al_qurnah_12.tif
al_qurnah/images/al_qurnah_13.tif,al_qurnah/labels/al_qurnah_13.tif
al_qurnah/images/al_qurnah_14.tif,al_qurnah/labels/al_qurnah_14.tif
al_qurnah/images/al_qurnah_15.tif,al_qurnah/labels/al_qurnah_15.tif
al_qurnah/images/al_qurnah_16.tif,al_qurnah/labels/al_qurnah_16.tif
al_qurnah/images/al_qurnah_18.tif,al_qurnah/labels/al_qurnah_18.tif
al_qurnah/images/al_qurnah_19.tif,al_qurnah/labels/al_qurnah_19.tif
al_qurnah/images/al_qurnah_2.tif,al_qurnah/labels/al_qurnah_2.tif
al_qurnah/images/al_qurnah_20.tif,al_qurnah/labels/al_qurnah_20.tif
al_qurnah/images/al_qurnah_21.tif,al_qurnah/labels/al_qurnah_21.tif
al_qurnah/images/al_qurnah_22.tif,al_qurnah/labels/al_qurnah_22.tif
al_qurnah/images/al_qurnah_23.tif,al_qurnah/labels/al_qurnah_23.tif
al_qurnah/images/al_qurnah_25.tif,al_qurnah/labels/al_qurnah_25.tif
al_qurnah/images/al_qurnah_28.tif,al_qurnah/labels/al_qurnah_28.tif
al_qurnah/images/al_qurnah_29.tif,al_qurnah/labels/al_qurnah_29.tif
al_qurnah/images/al_qurnah_3.tif,al_qurnah/labels/al_qurnah_3.tif
al_qurnah/images/al_qurnah_32.tif,al_qurnah/labels/al_qurnah_32.tif
al_qurnah/images/al_qurnah_33.tif,al_qurnah/labels/al_qurnah_33.tif
al_qurnah/images/al_qurnah_34.tif,al_qurnah/labels/al_qurnah_34.tif
al_qurnah/images/al_qurnah_36.tif,al_qurnah/labels/al_qurnah_36.tif
al_qurnah/images/al_qurnah_37.tif,al_qurnah/labels/al_qurnah_37.tif
al_qurnah/images/al_qurnah_38.tif,al_qurnah/labels/al_qurnah_38.tif
al_qurnah/images/al_qurnah_39.tif,al_qurnah/labels/al_qurnah_39.tif
al_qurnah/images/al_qurnah_4.tif,al_qurnah/labels/al_qurnah_4.tif
al_qurnah/images/al_qurnah_40.tif,al_qurnah/labels/al_qurnah_40.tif
al_qurnah/images/al_qurnah_41.tif,al_qurnah/labels/al_qurnah_41.tif
al_qurnah/images/al_qurnah_43.tif,al_qurnah/labels/al_qurnah_43.tif
al_qurnah/images/al_qurnah_44.tif,al_qurnah/labels/al_qurnah_44.tif
al_qurnah/images/al_qurnah_45.tif,al_qurnah/labels/al_qurnah_45.tif
al_qurnah/images/al_qurnah_46.tif,al_qurnah/labels/al_qurnah_46.tif
al_qurnah/images/al_qurnah_47.tif,al_qurnah/labels/al_qurnah_47.tif
al_qurnah/images/al_qurnah_49.tif,al_qurnah/labels/al_qurnah_49.tif
al_qurnah/images/al_qurnah_5.tif,al_qurnah/labels/al_qurnah_5.tif
al_qurnah/images/al_qurnah_52.tif,al_qurnah/labels/al_qurnah_52.tif
al_qurnah/images/al_qurnah_53.tif,al_qurnah/labels/al_qurnah_53.tif
al_qurnah/images/al_qurnah_54.tif,al_qurnah/labels/al_qurnah_54.tif
al_qurnah/images/al_qurnah_55.tif,al_qurnah/labels/al_qurnah_55.tif
al_qurnah/images/al_qurnah_56.tif,al_qurnah/labels/al_qurnah_56.tif
al_qurnah/images/al_qurnah_57.tif,al_qurnah/labels/al_qurnah_57.tif
al_qurnah/images/al_qurnah_58.tif,al_qurnah/labels/al_qurnah_58.tif
al_qurnah/images/al_qurnah_59.tif,al_qurnah/labels/al_qurnah_59.tif
al_qurnah/images/al_qurnah_60.tif,al_qurnah/labels/al_qurnah_60.tif
al_qurnah/images/al_qurnah_65.tif,al_qurnah/labels/al_qurnah_65.tif
al_qurnah/images/al_qurnah_66.tif,al_qurnah/labels/al_qurnah_66.tif
al_qurnah/images/al_qurnah_68.tif,al_qurnah/labels/al_qurnah_68.tif
al_qurnah/images/al_qurnah_70.tif,al_qurnah/labels/al_qurnah_70.tif
al_qurnah/images/al_qurnah_8.tif,al_qurnah/labels/al_qurnah_8.tif
austin/images/austin_1.tif,austin/labels/austin_1.tif
austin/images/austin_10.tif,austin/labels/austin_10.tif
austin/images/austin_12.tif,austin/labels/austin_12.tif
austin/images/austin_16.tif,austin/labels/austin_16.tif
austin/images/austin_17.tif,austin/labels/austin_17.tif
austin/images/austin_18.tif,austin/labels/austin_18.tif
austin/images/austin_19.tif,austin/labels/austin_19.tif
austin/images/austin_20.tif,austin/labels/austin_20.tif
austin/images/austin_21.tif,austin/labels/austin_21.tif
austin/images/austin_22.tif,austin/labels/austin_22.tif
austin/images/austin_23.tif,austin/labels/austin_23.tif
austin/images/austin_24.tif,austin/labels/austin_24.tif
austin/images/austin_25.tif,austin/labels/austin_25.tif
austin/images/austin_26.tif,austin/labels/austin_26.tif
austin/images/austin_27.tif,austin/labels/austin_27.tif
austin/images/austin_28.tif,austin/labels/austin_28.tif
austin/images/austin_29.tif,austin/labels/austin_29.tif
austin/images/austin_30.tif,austin/labels/austin_30.tif
austin/images/austin_31.tif,austin/labels/austin_31.tif
austin/images/austin_32.tif,austin/labels/austin_32.tif
austin/images/austin_33.tif,austin/labels/austin_33.tif
austin/images/austin_35.tif,austin/labels/austin_35.tif
austin/images/austin_39.tif,austin/labels/austin_39.tif
austin/images/austin_40.tif,austin/labels/austin_40.tif
austin/images/austin_41.tif,austin/labels/austin_41.tif
austin/images/austin_42.tif,austin/labels/austin_42.tif
austin/images/austin_43.tif,austin/labels/austin_43.tif
austin/images/austin_45.tif,austin/labels/austin_45.tif
austin/images/austin_46.tif,austin/labels/austin_46.tif
austin/images/austin_48.tif,austin/labels/austin_48.tif
austin/images/austin_49.tif,austin/labels/austin_49.tif
austin/images/austin_50.tif,austin/labels/austin_50.tif
austin/images/austin_6.tif,austin/labels/austin_6.tif
austin/images/austin_8.tif,austin/labels/austin_8.tif
austin/images/austin_9.tif,austin/labels/austin_9.tif
baybay/images/baybay_10.tif,baybay/labels/baybay_10.tif
baybay/images/baybay_11.tif,baybay/labels/baybay_11.tif
baybay/images/baybay_12.tif,baybay/labels/baybay_12.tif
baybay/images/baybay_13.tif,baybay/labels/baybay_13.tif
baybay/images/baybay_14.tif,baybay/labels/baybay_14.tif
baybay/images/baybay_16.tif,baybay/labels/baybay_16.tif
baybay/images/baybay_18.tif,baybay/labels/baybay_18.tif
baybay/images/baybay_19.tif,baybay/labels/baybay_19.tif
baybay/images/baybay_2.tif,baybay/labels/baybay_2.tif
baybay/images/baybay_20.tif,baybay/labels/baybay_20.tif
baybay/images/baybay_22.tif,baybay/labels/baybay_22.tif
baybay/images/baybay_24.tif,baybay/labels/baybay_24.tif
baybay/images/baybay_25.tif,baybay/labels/baybay_25.tif
baybay/images/baybay_26.tif,baybay/labels/baybay_26.tif
baybay/images/baybay_27.tif,baybay/labels/baybay_27.tif
baybay/images/baybay_29.tif,baybay/labels/baybay_29.tif
baybay/images/baybay_31.tif,baybay/labels/baybay_31.tif
baybay/images/baybay_33.tif,baybay/labels/baybay_33.tif
baybay/images/baybay_34.tif,baybay/labels/baybay_34.tif
baybay/images/baybay_36.tif,baybay/labels/baybay_36.tif
baybay/images/baybay_38.tif,baybay/labels/baybay_38.tif
baybay/images/baybay_39.tif,baybay/labels/baybay_39.tif
baybay/images/baybay_4.tif,baybay/labels/baybay_4.tif
baybay/images/baybay_41.tif,baybay/labels/baybay_41.tif
baybay/images/baybay_42.tif,baybay/labels/baybay_42.tif
baybay/images/baybay_43.tif,baybay/labels/baybay_43.tif
baybay/images/baybay_44.tif,baybay/labels/baybay_44.tif
baybay/images/baybay_45.tif,baybay/labels/baybay_45.tif
baybay/images/baybay_46.tif,baybay/labels/baybay_46.tif
baybay/images/baybay_47.tif,baybay/labels/baybay_47.tif
baybay/images/baybay_48.tif,baybay/labels/baybay_48.tif
baybay/images/baybay_51.tif,baybay/labels/baybay_51.tif
baybay/images/baybay_52.tif,baybay/labels/baybay_52.tif
baybay/images/baybay_53.tif,baybay/labels/baybay_53.tif
baybay/images/baybay_54.tif,baybay/labels/baybay_54.tif
baybay/images/baybay_55.tif,baybay/labels/baybay_55.tif
baybay/images/baybay_56.tif,baybay/labels/baybay_56.tif
baybay/images/baybay_58.tif,baybay/labels/baybay_58.tif
baybay/images/baybay_59.tif,baybay/labels/baybay_59.tif
baybay/images/baybay_61.tif,baybay/labels/baybay_61.tif
baybay/images/baybay_63.tif,baybay/labels/baybay_63.tif
baybay/images/baybay_64.tif,baybay/labels/baybay_64.tif
baybay/images/baybay_65.tif,baybay/labels/baybay_65.tif
baybay/images/baybay_66.tif,baybay/labels/baybay_66.tif
baybay/images/baybay_7.tif,baybay/labels/baybay_7.tif
baybay/images/baybay_8.tif,baybay/labels/baybay_8.tif
baybay/images/baybay_9.tif,baybay/labels/baybay_9.tif
bielefeld/images/bielefeld_10.tif,bielefeld/labels/bielefeld_10.tif
bielefeld/images/bielefeld_12.tif,bielefeld/labels/bielefeld_12.tif
bielefeld/images/bielefeld_14.tif,bielefeld/labels/bielefeld_14.tif
bielefeld/images/bielefeld_15.tif,bielefeld/labels/bielefeld_15.tif
bielefeld/images/bielefeld_16.tif,bielefeld/labels/bielefeld_16.tif
bielefeld/images/bielefeld_18.tif,bielefeld/labels/bielefeld_18.tif
bielefeld/images/bielefeld_19.tif,bielefeld/labels/bielefeld_19.tif
bielefeld/images/bielefeld_20.tif,bielefeld/labels/bielefeld_20.tif
bielefeld/images/bielefeld_21.tif,bielefeld/labels/bielefeld_21.tif
bielefeld/images/bielefeld_22.tif,bielefeld/labels/bielefeld_22.tif
bielefeld/images/bielefeld_23.tif,bielefeld/labels/bielefeld_23.tif
bielefeld/images/bielefeld_24.tif,bielefeld/labels/bielefeld_24.tif
bielefeld/images/bielefeld_25.tif,bielefeld/labels/bielefeld_25.tif
bielefeld/images/bielefeld_26.tif,bielefeld/labels/bielefeld_26.tif
bielefeld/images/bielefeld_27.tif,bielefeld/labels/bielefeld_27.tif
bielefeld/images/bielefeld_28.tif,bielefeld/labels/bielefeld_28.tif
bielefeld/images/bielefeld_29.tif,bielefeld/labels/bielefeld_29.tif
bielefeld/images/bielefeld_31.tif,bielefeld/labels/bielefeld_31.tif
bielefeld/images/bielefeld_32.tif,bielefeld/labels/bielefeld_32.tif
bielefeld/images/bielefeld_33.tif,bielefeld/labels/bielefeld_33.tif
bielefeld/images/bielefeld_34.tif,bielefeld/labels/bielefeld_34.tif
bielefeld/images/bielefeld_35.tif,bielefeld/labels/bielefeld_35.tif
bielefeld/images/bielefeld_38.tif,bielefeld/labels/bielefeld_38.tif
bielefeld/images/bielefeld_39.tif,bielefeld/labels/bielefeld_39.tif
bielefeld/images/bielefeld_4.tif,bielefeld/labels/bielefeld_4.tif
bielefeld/images/bielefeld_40.tif,bielefeld/labels/bielefeld_40.tif
bielefeld/images/bielefeld_41.tif,bielefeld/labels/bielefeld_41.tif
bielefeld/images/bielefeld_42.tif,bielefeld/labels/bielefeld_42.tif
bielefeld/images/bielefeld_43.tif,bielefeld/labels/bielefeld_43.tif
bielefeld/images/bielefeld_46.tif,bielefeld/labels/bielefeld_46.tif
bielefeld/images/bielefeld_47.tif,bielefeld/labels/bielefeld_47.tif
bielefeld/images/bielefeld_48.tif,bielefeld/labels/bielefeld_48.tif
bielefeld/images/bielefeld_49.tif,bielefeld/labels/bielefeld_49.tif
bielefeld/images/bielefeld_52.tif,bielefeld/labels/bielefeld_52.tif
bielefeld/images/bielefeld_53.tif,bielefeld/labels/bielefeld_53.tif
bielefeld/images/bielefeld_55.tif,bielefeld/labels/bielefeld_55.tif
bielefeld/images/bielefeld_56.tif,bielefeld/labels/bielefeld_56.tif
bielefeld/images/bielefeld_57.tif,bielefeld/labels/bielefeld_57.tif
bielefeld/images/bielefeld_59.tif,bielefeld/labels/bielefeld_59.tif
bielefeld/images/bielefeld_60.tif,bielefeld/labels/bielefeld_60.tif
bielefeld/images/bielefeld_61.tif,bielefeld/labels/bielefeld_61.tif
bielefeld/images/bielefeld_62.tif,bielefeld/labels/bielefeld_62.tif
bielefeld/images/bielefeld_63.tif,bielefeld/labels/bielefeld_63.tif
bielefeld/images/bielefeld_64.tif,bielefeld/labels/bielefeld_64.tif
bielefeld/images/bielefeld_66.tif,bielefeld/labels/bielefeld_66.tif
bielefeld/images/bielefeld_67.tif,bielefeld/labels/bielefeld_67.tif
bielefeld/images/bielefeld_68.tif,bielefeld/labels/bielefeld_68.tif
bielefeld/images/bielefeld_8.tif,bielefeld/labels/bielefeld_8.tif
bielefeld/images/bielefeld_9.tif,bielefeld/labels/bielefeld_9.tif
bogota/images/bogota_1.tif,bogota/labels/bogota_1.tif
bogota/images/bogota_2.tif,bogota/labels/bogota_2.tif
bogota/images/bogota_3.tif,bogota/labels/bogota_3.tif
bogota/images/bogota_4.tif,bogota/labels/bogota_4.tif
bogota/images/bogota_6.tif,bogota/labels/bogota_6.tif
buenos_aires/images/buenos_aires_1.tif,buenos_aires/labels/buenos_aires_1.tif
buenos_aires/images/buenos_aires_11.tif,buenos_aires/labels/buenos_aires_11.tif
buenos_aires/images/buenos_aires_12.tif,buenos_aires/labels/buenos_aires_12.tif
buenos_aires/images/buenos_aires_13.tif,buenos_aires/labels/buenos_aires_13.tif
buenos_aires/images/buenos_aires_15.tif,buenos_aires/labels/buenos_aires_15.tif
buenos_aires/images/buenos_aires_18.tif,buenos_aires/labels/buenos_aires_18.tif
buenos_aires/images/buenos_aires_19.tif,buenos_aires/labels/buenos_aires_19.tif
buenos_aires/images/buenos_aires_2.tif,buenos_aires/labels/buenos_aires_2.tif
buenos_aires/images/buenos_aires_20.tif,buenos_aires/labels/buenos_aires_20.tif
buenos_aires/images/buenos_aires_22.tif,buenos_aires/labels/buenos_aires_22.tif
buenos_aires/images/buenos_aires_23.tif,buenos_aires/labels/buenos_aires_23.tif
buenos_aires/images/buenos_aires_24.tif,buenos_aires/labels/buenos_aires_24.tif
buenos_aires/images/buenos_aires_25.tif,buenos_aires/labels/buenos_aires_25.tif
buenos_aires/images/buenos_aires_27.tif,buenos_aires/labels/buenos_aires_27.tif
buenos_aires/images/buenos_aires_28.tif,buenos_aires/labels/buenos_aires_28.tif
buenos_aires/images/buenos_aires_29.tif,buenos_aires/labels/buenos_aires_29.tif
buenos_aires/images/buenos_aires_30.tif,buenos_aires/labels/buenos_aires_30.tif
buenos_aires/images/buenos_aires_32.tif,buenos_aires/labels/buenos_aires_32.tif
buenos_aires/images/buenos_aires_34.tif,buenos_aires/labels/buenos_aires_34.tif
buenos_aires/images/buenos_aires_37.tif,buenos_aires/labels/buenos_aires_37.tif
buenos_aires/images/buenos_aires_38.tif,buenos_aires/labels/buenos_aires_38.tif
buenos_aires/images/buenos_aires_39.tif,buenos_aires/labels/buenos_aires_39.tif
buenos_aires/images/buenos_aires_4.tif,buenos_aires/labels/buenos_aires_4.tif
buenos_aires/images/buenos_aires_40.tif,buenos_aires/labels/buenos_aires_40.tif
buenos_aires/images/buenos_aires_43.tif,buenos_aires/labels/buenos_aires_43.tif
buenos_aires/images/buenos_aires_45.tif,buenos_aires/labels/buenos_aires_45.tif
buenos_aires/images/buenos_aires_46.tif,buenos_aires/labels/buenos_aires_46.tif
buenos_aires/images/buenos_aires_47.tif,buenos_aires/labels/buenos_aires_47.tif
buenos_aires/images/buenos_aires_49.tif,buenos_aires/labels/buenos_aires_49.tif
buenos_aires/images/buenos_aires_5.tif,buenos_aires/labels/buenos_aires_5.tif
buenos_aires/images/buenos_aires_50.tif,buenos_aires/labels/buenos_aires_50.tif
buenos_aires/images/buenos_aires_52.tif,buenos_aires/labels/buenos_aires_52.tif
buenos_aires/images/buenos_aires_53.tif,buenos_aires/labels/buenos_aires_53.tif
buenos_aires/images/buenos_aires_54.tif,buenos_aires/labels/buenos_aires_54.tif
buenos_aires/images/buenos_aires_55.tif,buenos_aires/labels/buenos_aires_55.tif
buenos_aires/images/buenos_aires_56.tif,buenos_aires/labels/buenos_aires_56.tif
buenos_aires/images/buenos_aires_57.tif,buenos_aires/labels/buenos_aires_57.tif
buenos_aires/images/buenos_aires_58.tif,buenos_aires/labels/buenos_aires_58.tif
buenos_aires/images/buenos_aires_59.tif,buenos_aires/labels/buenos_aires_59.tif
buenos_aires/images/buenos_aires_6.tif,buenos_aires/labels/buenos_aires_6.tif
buenos_aires/images/buenos_aires_60.tif,buenos_aires/labels/buenos_aires_60.tif
buenos_aires/images/buenos_aires_61.tif,buenos_aires/labels/buenos_aires_61.tif
buenos_aires/images/buenos_aires_62.tif,buenos_aires/labels/buenos_aires_62.tif
buenos_aires/images/buenos_aires_63.tif,buenos_aires/labels/buenos_aires_63.tif
buenos_aires/images/buenos_aires_64.tif,buenos_aires/labels/buenos_aires_64.tif
buenos_aires/images/buenos_aires_7.tif,buenos_aires/labels/buenos_aires_7.tif
buenos_aires/images/buenos_aires_70.tif,buenos_aires/labels/buenos_aires_70.tif
buenos_aires/images/buenos_aires_8.tif,buenos_aires/labels/buenos_aires_8.tif
buenos_aires/images/buenos_aires_9.tif,buenos_aires/labels/buenos_aires_9.tif
chiangmai/images/chiangmai_1.tif,chiangmai/labels/chiangmai_1.tif
chiangmai/images/chiangmai_10.tif,chiangmai/labels/chiangmai_10.tif
chiangmai/images/chiangmai_11.tif,chiangmai/labels/chiangmai_11.tif
chiangmai/images/chiangmai_12.tif,chiangmai/labels/chiangmai_12.tif
chiangmai/images/chiangmai_14.tif,chiangmai/labels/chiangmai_14.tif
chiangmai/images/chiangmai_15.tif,chiangmai/labels/chiangmai_15.tif
chiangmai/images/chiangmai_16.tif,chiangmai/labels/chiangmai_16.tif
chiangmai/images/chiangmai_17.tif,chiangmai/labels/chiangmai_17.tif
chiangmai/images/chiangmai_2.tif,chiangmai/labels/chiangmai_2.tif
chiangmai/images/chiangmai_3.tif,chiangmai/labels/chiangmai_3.tif
chiangmai/images/chiangmai_4.tif,chiangmai/labels/chiangmai_4.tif
chiangmai/images/chiangmai_5.tif,chiangmai/labels/chiangmai_5.tif
chiangmai/images/chiangmai_6.tif,chiangmai/labels/chiangmai_6.tif
chiangmai/images/chiangmai_8.tif,chiangmai/labels/chiangmai_8.tif
chicago/images/chicago_10.tif,chicago/labels/chicago_10.tif
chicago/images/chicago_11.tif,chicago/labels/chicago_11.tif
chicago/images/chicago_13.tif,chicago/labels/chicago_13.tif
chicago/images/chicago_14.tif,chicago/labels/chicago_14.tif
chicago/images/chicago_17.tif,chicago/labels/chicago_17.tif
chicago/images/chicago_18.tif,chicago/labels/chicago_18.tif
chicago/images/chicago_19.tif,chicago/labels/chicago_19.tif
chicago/images/chicago_2.tif,chicago/labels/chicago_2.tif
chicago/images/chicago_20.tif,chicago/labels/chicago_20.tif
chicago/images/chicago_21.tif,chicago/labels/chicago_21.tif
chicago/images/chicago_23.tif,chicago/labels/chicago_23.tif
chicago/images/chicago_24.tif,chicago/labels/chicago_24.tif
chicago/images/chicago_25.tif,chicago/labels/chicago_25.tif
chicago/images/chicago_26.tif,chicago/labels/chicago_26.tif
chicago/images/chicago_27.tif,chicago/labels/chicago_27.tif
chicago/images/chicago_28.tif,chicago/labels/chicago_28.tif
chicago/images/chicago_30.tif,chicago/labels/chicago_30.tif
chicago/images/chicago_32.tif,chicago/labels/chicago_32.tif
chicago/images/chicago_34.tif,chicago/labels/chicago_34.tif
chicago/images/chicago_36.tif,chicago/labels/chicago_36.tif
chicago/images/chicago_37.tif,chicago/labels/chicago_37.tif
chicago/images/chicago_38.tif,chicago/labels/chicago_38.tif
chicago/images/chicago_39.tif,chicago/labels/chicago_39.tif
chicago/images/chicago_4.tif,chicago/labels/chicago_4.tif
chicago/images/chicago_42.tif,chicago/labels/chicago_42.tif
chicago/images/chicago_44.tif,chicago/labels/chicago_44.tif
